UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1178690400,2007-05-09T06:00:00Z,30.984064,77.147851,1286,0,0,0,No Data,No Data
1178690400,2007-05-09T06:00:00Z,30.984054,77.147863,1286,0.0016131,0,0,No Data,No Data
1178690401,2007-05-09T06:00:01Z,30.984043,77.147873,1286,0.0031369,0,0,No Data,No Data
1178690401,2007-05-09T06:00:01Z,30.984037,77.147882,1286,0.0042413,0,0,No Data,No Data
1178690401,2007-05-09T06:00:01Z,30.984029,77.147891,1286,0.0054585,0,0,No Data,No Data
1178690402,2007-05-09T06:00:02Z,30.984023,77.147900,1286,0.0065422,0,0,No Data,No Data
